bin_depth,time,U,V,W
5,2024-04-24 23:30:00,28.3,-41.0,9.4
5,2024-04-25 00:00:00,31.3,-38.6,10.1
5,2024-04-25 00:30:00,29.5,-30.0,-5.5
5,2024-04-25 01:00:00,28.8,-20.3,1.1
5,2024-04-25 01:30:00,31.1,-9.8,-0.8
5,2024-04-25 02:00:00,18.5,-11.3,-10.5
5,2024-04-25 02:30:00,11.6,-10.5,-8.0
5,2024-04-25 03:00:00,20.5,-7.5,1.9
5,2024-04-25 03:30:00,18.0,-22.7,-2.4
5,2024-04-25 04:00:00,18.5,-7.2,5.6
5,2024-04-25 04:30:00,16.7,-1.7,7.7
5,2024-04-25 05:00:00,16.7,-5.4,-2.8
5,2024-04-25 05:30:00,22.8,-3.3,-4.5
5,2024-04-25 06:00:00,14.8,-13.9,-1.0
5,2024-04-25 06:30:00,26.1,-23.9,5.2
5,2024-04-25 07:00:00,22.4,-24.0,-6.7
5,2024-04-25 07:30:00,29.4,-11.3,-1.3
5,2024-04-25 08:00:00,19.8,-10.5,8.2
5,2024-04-25 08:30:00,21.4,-5.0,-0.9
5,2024-04-25 09:00:00,20.4,-12.9,-5.2
5,2024-04-25 09:30:00,29.5,-7.1,9.2
5,2024-04-25 10:00:00,27.2,-15.0,7.4
5,2024-04-25 10:30:00,31.7,-20.0,-2.4
5,2024-04-25 11:00:00,29.8,-5.3,-5.0
5,2024-04-25 11:30:00,28.1,-5.5,-0.6
5,2024-04-25 12:00:00,29.5,-2.3,-7.4
5,2024-04-25 12:30:00,31.2,-4.4,-2.7
5,2024-04-25 13:00:00,40.6,-4.9,2.3
5,2024-04-25 13:30:00,36.5,-7.2,10.8
5,2024-04-25 14:00:00,33.8,-11.2,2.6
5,2024-04-25 14:30:00,41.7,-8.2,-14.7
5,2024-04-25 15:00:00,45.3,-6.5,-2.6
5,2024-04-25 15:30:00,29.9,-14.7,-0.7
5,2024-04-25 16:00:00,44.6,-0.4,-5.3
5,2024-04-25 16:30:00,38.6,-7.9,-2.6
5,2024-04-25 17:00:00,43.3,-4.2,-5.4
5,2024-04-25 17:30:00,36.1,-9.5,11.3
5,2024-04-25 18:00:00,37.0,-7.3,4.1
5,2024-04-25 18:30:00,35.4,-11.7,5.0
5,2024-04-25 19:00:00,32.0,-2.7,0.7
5,2024-04-25 19:30:00,27.7,-7.0,-6.0
5,2024-04-25 20:00:00,29.0,-16.3,-0.9
5,2024-04-25 20:30:00,38.2,-13.2,-0.1
5,2024-04-25 21:00:00,29.2,-15.3,-3.0
5,2024-04-25 21:30:00,26.2,-10.8,-0.6
5,2024-04-25 22:00:00,35.7,-6.0,4.3
5,2024-04-25 22:30:00,28.8,-2.8,9.4
5,2024-04-25 23:00:00,38.5,-15.8,2.9
5,2024-04-25 23:30:00,30.8,-10.5,4.9
5,2024-04-26 00:00:00,25.2,-4.0,-5.1
5,2024-04-26 00:30:00,23.2,-3.8,3.1
5,2024-04-26 01:00:00,25.1,0.9,-9.7
5,2024-04-26 01:30:00,32.5,-0.3,1.5
5,2024-04-26 02:00:00,38.1,19.4,-3.2
5,2024-04-26 02:30:00,38.3,5.8,-13.9
5,2024-04-26 03:00:00,31.0,4.5,4.0
5,2024-04-26 03:30:00,22.2,4.9,-3.0
5,2024-04-26 04:00:00,20.2,1.4,-0.8
5,2024-04-26 04:30:00,18.2,-4.8,5.9
5,2024-04-26 05:00:00,14.4,1.4,-11.4
5,2024-04-26 05:30:00,16.0,-8.3,-1.3
5,2024-04-26 06:00:00,20.7,6.7,-8.2
5,2024-04-26 06:30:00,13.0,-5.1,-4.6
5,2024-04-26 07:00:00,3.8,-8.9,-15.7
5,2024-04-26 07:30:00,7.6,6.6,-7.8
5,2024-04-26 08:00:00,1.7,-6.6,3.0
5,2024-04-26 08:30:00,14.7,7.3,2.6
5,2024-04-26 09:00:00,16.3,-0.1,3.3
5,2024-04-26 09:30:00,9.9,-0.9,-1.3
5,2024-04-26 10:00:00,14.8,-8.3,3.1
5,2024-04-26 10:30:00,11.6,-7.6,-17.1
5,2024-04-26 11:00:00,15.4,-24.3,-13.2
5,2024-04-26 11:30:00,7.9,-0.9,1.9
5,2024-04-26 12:00:00,7.0,-8.0,1.1
5,2024-04-26 12:30:00,-2.0,-10.7,8.8
5,2024-04-26 13:00:00,10.3,-8.0,-3.8
5,2024-04-26 13:30:00,-0.5,-10.4,-16.9
5,2024-04-26 14:00:00,14.3,-20.7,-12.5
5,2024-04-26 14:30:00,9.1,-19.7,-4.3
5,2024-04-26 15:00:00,3.5,-10.8,-6.3
5,2024-04-26 15:30:00,24.3,-6.5,12.0
5,2024-04-26 16:00:00,22.3,-3.3,-21.5
5,2024-04-26 16:30:00,35.6,1.2,2.2
5,2024-04-26 17:00:00,28.9,-11.7,0.6
5,2024-04-26 17:30:00,20.2,-8.6,-0.7
5,2024-04-26 18:00:00,22.6,-13.8,-0.7
5,2024-04-26 18:30:00,30.6,-8.1,4.5
5,2024-04-26 19:00:00,23.9,-16.2,0.6
5,2024-04-26 19:30:00,27.5,-7.6,-9.8
5,2024-04-26 20:00:00,29.2,-0.6,0.6
5,2024-04-26 20:30:00,20.5,12.9,-4.5
5,2024-04-26 21:00:00,34.6,-2.9,-4.2
5,2024-04-26 21:30:00,31.5,0.4,-9.2
5,2024-04-26 22:00:00,27.1,-4.7,-2.4
5,2024-04-26 22:30:00,31.7,-14.5,-3.2
5,2024-04-27 00:00:00,34.2,1.5,4.8
5,2024-04-27 00:30:00,44.9,-3.5,-14.7
5,2024-04-27 01:00:00,38.1,-0.5,3.2
5,2024-04-27 01:30:00,48.3,-15.4,7.9
5,2024-04-27 02:00:00,55.9,-14.6,9.5
5,2024-04-27 02:30:00,56.0,-20.8,-1.9
5,2024-04-27 03:00:00,66.9,-18.4,16.0
5,2024-04-27 03:30:00,63.0,-14.7,9.8
5,2024-04-27 04:00:00,52.9,-9.4,-13.3
5,2024-04-27 04:30:00,32.2,-13.4,4.4
5,2024-04-27 05:00:00,61.8,-17.9,20.1
5,2024-04-27 05:30:00,37.6,-24.4,6.0
5,2024-04-27 06:00:00,51.1,-25.7,8.9
5,2024-04-27 06:30:00,49.0,-34.7,-6.9
5,2024-04-27 07:00:00,45.7,-36.5,1.3
5,2024-04-27 07:30:00,46.6,-28.9,0.7
5,2024-04-27 08:00:00,31.1,-26.4,4.3
5,2024-04-27 08:30:00,32.7,-30.9,-13.1
5,2024-04-27 09:00:00,23.9,-29.7,5.5
5,2024-04-27 09:30:00,31.2,-17.8,8.9
5,2024-04-27 10:00:00,45.0,-35.8,12.1
5,2024-04-27 11:00:00,20.0,-27.7,-11.9
5,2024-04-27 11:30:00,12.9,-22.1,-0.3
5,2024-04-27 12:00:00,21.8,-17.8,-13.8
5,2024-04-27 12:30:00,19.9,-24.4,12.2
5,2024-04-27 13:00:00,32.8,-6.4,3.3
5,2024-04-27 13:30:00,21.3,-15.2,3.6
5,2024-04-27 14:00:00,29.5,-14.1,10.6
5,2024-04-27 14:30:00,33.8,-12.7,-0.3
5,2024-04-27 15:00:00,16.1,-29.3,-8.5
5,2024-04-27 15:30:00,13.5,-27.9,-9.2
5,2024-04-27 16:00:00,1.6,-7.8,1.5
5,2024-04-27 16:30:00,-0.3,-21.3,-9.3
5,2024-04-27 17:00:00,17.2,-13.2,-9.0
5,2024-04-27 17:30:00,18.3,-16.2,-16.7
5,2024-04-27 18:00:00,26.9,-3.5,-14.3
5,2024-04-27 18:30:00,17.9,-15.1,4.2
5,2024-04-27 19:00:00,17.4,-1.8,6.3
5,2024-04-27 19:30:00,26.8,-12.0,3.4
5,2024-04-27 20:00:00,18.6,-11.9,1.3
5,2024-04-27 20:30:00,31.5,4.3,2.1
5,2024-04-27 21:00:00,32.0,-31.6,2.4
5,2024-04-27 21:30:00,33.3,-16.9,-16.6
5,2024-04-27 22:00:00,18.0,-9.5,11.2
5,2024-04-27 22:30:00,17.8,-13.3,-0.3
5,2024-04-27 23:00:00,33.9,-19.1,5.7
5,2024-04-27 23:30:00,28.0,-10.6,-3.8
5,2024-04-28 00:00:00,-41.0,-10.2,7.1
5,2024-04-28 00:30:00,-28.6,-4.5,10.7
5,2024-04-28 01:00:00,-40.0,-15.4,4.4
5,2024-04-28 01:30:00,-42.3,-11.3,-2.9
5,2024-04-28 02:00:00,-62.2,-39.0,9.1
5,2024-04-28 03:00:00,-39.7,-22.7,2.1
5,2024-04-28 03:30:00,-39.4,-13.8,-1.3
5,2024-04-28 04:00:00,-41.5,-26.1,3.4
5,2024-04-28 04:30:00,-56.0,-21.9,-10.6
5,2024-04-28 05:00:00,-58.2,-9.5,-10.3
5,2024-04-28 05:30:00,-34.1,-8.0,-1.7
5,2024-04-28 06:00:00,-48.6,-24.3,-1.8
5,2024-04-28 06:30:00,-44.7,-22.2,1.4
5,2024-04-28 07:00:00,-33.9,-25.1,4.7
5,2024-04-28 07:30:00,-50.5,-27.5,-1.4
5,2024-04-28 08:00:00,-43.1,-29.4,4.6
5,2024-04-28 08:30:00,-50.9,-22.3,2.3
5,2024-04-28 09:00:00,-45.0,-22.2,8.0
5,2024-04-28 09:30:00,-46.8,-30.2,12.1
5,2024-04-28 10:00:00,-37.9,-40.4,-6.7
5,2024-04-28 10:30:00,-54.2,-22.1,-0.2
5,2024-04-28 11:00:00,-54.5,-22.5,-3.9
5,2024-04-28 11:30:00,-44.3,-15.0,-6.1
5,2024-04-28 12:00:00,-35.9,-22.1,-8.8
5,2024-04-28 12:30:00,-32.4,-22.4,-0.3
5,2024-04-28 13:00:00,-56.7,-43.3,1.3
5,2024-04-28 13:30:00,-39.0,-30.3,4.4
5,2024-04-28 14:00:00,-52.4,-31.1,-3.0
5,2024-04-28 14:30:00,-48.3,-2.3,12.6
5,2024-04-28 15:00:00,-65.6,-1.9,2.7
5,2024-04-28 15:30:00,-48.3,-22.5,-3.0
5,2024-04-28 16:00:00,-56.4,-11.4,-3.9
5,2024-04-28 16:30:00,-54.7,-11.0,-4.0
5,2024-04-28 17:00:00,-64.2,-8.3,0.3
5,2024-04-28 17:30:00,-42.1,-15.2,5.3
5,2024-04-28 18:00:00,-46.8,-22.4,-5.5
5,2024-04-28 18:30:00,-45.8,-21.5,10.4
5,2024-04-28 19:30:00,-70.5,-41.0,18.8
5,2024-04-28 20:00:00,-69.4,-38.7,6.6
5,2024-04-28 20:30:00,-68.8,-35.0,10.0
5,2024-04-28 21:00:00,-65.3,-20.0,17.4
5,2024-04-28 21:30:00,-59.9,-17.7,7.3
5,2024-04-28 22:00:00,-70.9,-16.8,3.9
5,2024-04-28 22:30:00,-63.0,-17.9,1.3
5,2024-04-28 23:00:00,-64.3,-23.4,-2.6
5,2024-04-28 23:30:00,-62.7,-23.3,5.7
5,2024-04-29 00:00:00,-73.2,-18.7,4.6
5,2024-04-29 00:30:00,-72.2,-33.8,12.2
5,2024-04-29 01:00:00,-55.8,-41.1,3.7
5,2024-04-29 01:30:00,-74.6,-37.5,16.2
5,2024-04-29 02:30:00,-66.1,-34.8,11.0
5,2024-04-29 03:30:00,-76.1,-36.7,-0.4
5,2024-04-29 04:30:00,-74.4,-20.6,13.8
5,2024-04-29 05:00:00,-70.8,-17.0,6.8
5,2024-04-29 05:30:00,-73.5,-17.7,1.2
5,2024-04-29 06:00:00,-74.7,-34.0,9.2
5,2024-04-29 07:30:00,-72.6,-32.0,14.2
5,2024-04-29 08:00:00,-64.4,-41.6,11.5
5,2024-04-29 08:30:00,-73.0,-27.1,-9.1
5,2024-04-29 09:00:00,-76.2,-25.0,15.7
5,2024-04-29 09:30:00,-68.9,-31.9,5.6
5,2024-04-29 10:00:00,-60.1,-34.6,7.9
5,2024-04-29 10:30:00,-65.3,-27.2,-3.6
5,2024-04-29 11:00:00,-50.5,-19.9,15.3
5,2024-04-29 11:30:00,-63.0,-6.3,4.0
5,2024-04-29 12:00:00,-53.3,-11.6,3.6
5,2024-04-29 13:00:00,-74.6,-3.1,11.1
5,2024-04-29 13:30:00,-75.2,-8.8,17.4
5,2024-04-29 15:00:00,-73.0,7.2,-0.4
5,2024-04-29 19:00:00,-65.0,-43.7,13.9
5,2024-04-29 19:30:00,-67.7,-23.3,-3.4
5,2024-04-29 20:00:00,-54.4,-37.7,8.9
5,2024-04-29 20:30:00,-57.3,-28.1,12.8
5,2024-04-29 21:00:00,-52.5,-32.8,-0.7
5,2024-04-29 21:30:00,-51.2,-21.0,-19.7
5,2024-04-29 22:00:00,-42.4,-34.2,-7.2
5,2024-04-29 22:30:00,-50.8,-26.8,10.9
5,2024-04-29 23:00:00,-55.2,-23.7,4.3
5,2024-04-29 23:30:00,-57.4,-22.5,3.2
5,2024-04-30 00:00:00,-41.7,-21.2,-0.3
5,2024-04-30 00:30:00,-48.0,-23.7,9.8
5,2024-04-30 01:00:00,-57.0,-19.3,-19.6
5,2024-04-30 01:30:00,-58.3,-13.8,4.7
5,2024-04-30 02:00:00,-50.5,-15.5,3.1
5,2024-04-30 02:30:00,-37.3,-16.4,-4.4
5,2024-04-30 03:00:00,-45.4,-21.7,5.6
5,2024-04-30 03:30:00,-45.9,-24.0,-5.1
5,2024-04-30 04:00:00,-48.1,-22.1,-2.0
5,2024-04-30 04:30:00,-66.7,-21.5,4.1
5,2024-04-30 05:00:00,-51.8,-25.4,0.4
5,2024-04-30 05:30:00,-52.1,-30.0,-3.9
5,2024-04-30 06:00:00,-50.9,-32.6,0.7
5,2024-04-30 06:30:00,-43.7,-30.0,-6.8
5,2024-04-30 07:00:00,-40.9,-25.2,6.8
5,2024-04-30 07:30:00,-37.1,-30.2,0.3
5,2024-04-30 08:00:00,-53.7,-26.2,-1.4
5,2024-04-30 08:30:00,-37.1,-19.8,4.8
5,2024-04-30 09:00:00,-38.3,-16.5,-3.8
5,2024-04-30 09:30:00,-37.7,-14.2,-2.7
5,2024-04-30 10:00:00,-48.0,-14.5,-3.9
5,2024-04-30 10:30:00,-52.2,-15.4,-0.7
5,2024-04-30 11:00:00,-30.6,-10.9,0.8
5,2024-04-30 11:30:00,-42.4,-22.2,3.0
5,2024-04-30 12:00:00,-28.6,-13.0,-8.6
5,2024-04-30 12:30:00,-15.8,-8.0,-3.6
5,2024-04-30 13:00:00,-38.2,-21.5,7.4
5,2024-04-30 13:30:00,-26.8,-25.1,7.0
5,2024-04-30 14:00:00,-31.2,-21.7,-1.7
5,2024-04-30 14:30:00,-18.8,-13.2,-5.2
5,2024-04-30 15:00:00,-31.5,-26.3,-2.6
5,2024-04-30 15:30:00,-20.1,-21.9,-2.0
5,2024-04-30 16:00:00,-26.6,-18.2,3.3
5,2024-04-30 16:30:00,-20.5,-25.5,3.5
5,2024-04-30 17:00:00,-30.4,-25.8,0.6
5,2024-04-30 17:30:00,-20.7,-24.4,-6.8
5,2024-04-30 18:00:00,-32.8,-22.9,5.7
5,2024-04-30 18:30:00,-27.4,-8.1,-4.5
5,2024-04-30 19:00:00,-31.0,-13.7,0.3
5,2024-04-30 19:30:00,-28.2,-8.6,-4.5
5,2024-04-30 20:00:00,-32.0,-15.0,0.5
5,2024-04-30 20:30:00,-40.6,-8.7,1.1
5,2024-04-30 21:00:00,-33.7,-14.1,-2.5
5,2024-04-30 21:30:00,-33.5,-23.6,-3.0
5,2024-04-30 22:00:00,-53.9,-21.6,-0.4
5,2024-04-30 22:30:00,-47.8,-4.9,7.0
5,2024-04-30 23:00:00,-48.3,-22.0,13.6
5,2024-04-30 23:30:00,-58.0,-2.0,9.4
5,2024-05-01 00:00:00,-56.0,-27.6,-4.5
5,2024-05-01 00:30:00,-49.6,-31.3,-0.2
5,2024-05-01 01:00:00,-42.6,-20.1,0.3
5,2024-05-01 01:30:00,-57.6,-22.5,15.5
5,2024-05-01 02:00:00,-24.8,-10.8,4.2
5,2024-05-01 02:30:00,-39.0,-27.7,0.3
5,2024-05-01 03:00:00,-37.7,-13.7,7.2
5,2024-05-01 03:30:00,-34.7,-15.8,-6.3
5,2024-05-01 04:00:00,-38.8,-14.5,1.4
5,2024-05-01 04:30:00,-27.9,-15.6,-5.3
5,2024-05-01 05:00:00,-52.4,-20.9,17.4
5,2024-05-01 05:30:00,-36.0,-17.4,4.8
5,2024-05-01 06:00:00,-44.2,-16.3,-6.1
5,2024-05-01 06:30:00,-26.6,-21.9,0.2
5,2024-05-01 07:00:00,-37.8,-31.9,3.7
5,2024-05-01 07:30:00,-34.2,-19.9,-3.5
5,2024-05-01 08:00:00,-35.6,-21.0,0.0
5,2024-05-01 08:30:00,-32.2,-19.2,-1.3
5,2024-05-01 09:00:00,-28.5,-22.7,2.1
5,2024-05-01 09:30:00,-30.7,-24.3,2.4
5,2024-05-01 10:00:00,-32.0,-31.8,11.0
5,2024-05-01 10:30:00,-23.5,-24.2,3.1
5,2024-05-01 11:00:00,-26.3,-34.6,5.9
5,2024-05-01 11:30:00,-19.6,-14.7,0.6
5,2024-05-01 12:00:00,-12.2,-20.6,3.2
5,2024-05-01 12:30:00,-7.6,-17.2,-8.8
5,2024-05-01 13:00:00,-14.3,-25.2,-2.6
5,2024-05-01 13:30:00,-12.8,-29.7,-4.5
5,2024-05-01 14:00:00,-3.4,-7.7,-4.5
5,2024-05-01 14:30:00,-9.0,-11.7,1.1
5,2024-05-01 15:00:00,-3.8,7.0,0.0
5,2024-05-01 15:30:00,-13.6,0.5,-7.5
5,2024-05-01 16:00:00,-8.3,-1.7,-10.7
5,2024-05-01 16:30:00,-8.1,-12.0,3.4
5,2024-05-01 17:00:00,-14.2,4.3,-3.1
5,2024-05-01 17:30:00,-16.9,-1.4,-4.5
5,2024-05-01 18:00:00,-11.2,0.4,-3.3
5,2024-05-01 18:30:00,-9.7,-1.8,-5.5
5,2024-05-01 19:00:00,1.7,-5.4,-2.5
5,2024-05-01 19:30:00,-22.7,-4.5,-9.2
5,2024-05-01 20:00:00,-9.0,2.7,0.3
5,2024-05-01 20:30:00,-12.0,6.5,-9.8
5,2024-05-01 21:00:00,-19.6,-2.2,-7.7
5,2024-05-01 21:30:00,-7.4,-3.9,-0.7
5,2024-05-01 22:00:00,-9.3,-1.2,-7.9
5,2024-05-01 22:30:00,-7.1,1.7,-2.0
5,2024-05-01 23:00:00,-11.0,1.0,-1.6
5,2024-05-01 23:30:00,-2.2,3.0,-0.5
5,2024-05-02 00:00:00,-15.7,-0.8,5.9
5,2024-05-02 00:30:00,-8.1,0.7,-7.9
5,2024-05-02 01:00:00,-52.7,2.2,7.8
5,2024-05-02 01:30:00,-51.4,-2.1,7.7
5,2024-05-02 02:00:00,-56.7,-6.4,-4.8
5,2024-05-02 02:30:00,-41.9,5.4,2.3
5,2024-05-02 03:00:00,-41.1,7.8,11.6
5,2024-05-02 03:30:00,-60.1,-3.9,0.5
5,2024-05-02 04:00:00,-60.4,-2.1,-1.3
5,2024-05-02 04:30:00,-56.3,-4.4,-3.8
5,2024-05-02 05:00:00,-42.8,1.3,-8.9
5,2024-05-02 05:30:00,-54.7,5.3,5.2
5,2024-05-02 06:30:00,-57.7,-1.8,-0.4
5,2024-05-02 07:00:00,-59.3,-6.3,3.9
5,2024-05-02 08:00:00,-69.1,-3.8,3.0
5,2024-05-02 08:30:00,-51.3,-5.1,13.0
5,2024-05-02 09:00:00,-29.1,0.6,-5.9
5,2024-05-02 09:30:00,-22.5,-16.4,3.0
5,2024-05-02 10:00:00,-7.8,-10.3,-1.1
5,2024-05-02 10:30:00,-4.9,-14.5,-2.3
5,2024-05-02 11:00:00,-7.6,-5.2,-9.6
5,2024-05-02 11:30:00,-7.6,-15.4,-14.6
5,2024-05-02 12:00:00,9.9,-13.4,2.2
5,2024-05-02 12:30:00,6.0,-17.0,4.8
5,2024-05-02 13:00:00,2.0,-24.1,-4.2
5,2024-05-02 13:30:00,9.6,1.4,-13.6
5,2024-05-02 14:00:00,-0.0,-18.9,-19.3
5,2024-05-02 14:30:00,-1.3,-8.7,-16.4
5,2024-05-02 15:00:00,1.4,-7.0,3.7
5,2024-05-02 15:30:00,1.8,-7.3,-3.3
5,2024-05-02 16:00:00,3.0,-6.0,-0.2
5,2024-05-02 16:30:00,-4.1,-14.7,-4.9
5,2024-05-02 17:00:00,-13.4,-1.6,-13.6
5,2024-05-02 17:30:00,-11.0,-7.1,-1.8
5,2024-05-02 18:00:00,-10.4,-15.2,-6.4
5,2024-05-02 18:30:00,-24.5,-6.0,-19.9
5,2024-05-02 19:00:00,-31.4,-16.4,0.3
5,2024-05-02 19:30:00,-36.3,-7.2,-11.5
5,2024-05-02 20:00:00,-30.1,-28.5,3.1
5,2024-05-02 20:30:00,-15.6,-18.8,-7.8
5,2024-05-02 21:00:00,-43.8,-16.0,11.4
5,2024-05-02 21:30:00,-43.0,-36.0,12.7
5,2024-05-02 22:00:00,-37.5,-40.0,3.8
5,2024-05-02 22:30:00,-41.9,-30.7,5.7
5,2024-05-02 23:00:00,-43.2,-41.2,2.9
5,2024-05-03 00:00:00,-41.6,-35.0,8.0
5,2024-05-03 00:30:00,-33.7,-30.2,-3.8
5,2024-05-03 01:00:00,-16.7,-23.6,-8.7
5,2024-05-03 01:30:00,-13.3,-45.0,1.8
5,2024-05-03 02:00:00,-23.0,-20.6,8.4
5,2024-05-03 02:30:00,-10.4,-28.0,0.1
5,2024-05-03 03:00:00,-29.3,-16.5,2.6
5,2024-05-03 03:30:00,-30.4,-15.7,11.3
5,2024-05-03 04:00:00,-42.7,-15.1,-0.4
5,2024-05-03 04:30:00,-28.1,-18.3,-7.9
5,2024-05-03 05:00:00,-34.9,-10.4,-7.8
5,2024-05-03 05:30:00,-38.1,-3.8,-0.1
5,2024-05-03 06:00:00,-36.7,-6.1,0.4
5,2024-05-03 06:30:00,-35.6,-21.2,3.3
5,2024-05-03 07:00:00,-39.8,-8.4,2.3
5,2024-05-03 07:30:00,-35.5,-10.6,-1.9
5,2024-05-03 08:00:00,-44.2,-7.3,-1.8
5,2024-05-03 08:30:00,-37.1,-12.0,6.1
5,2024-05-03 09:00:00,-28.7,-15.2,-2.7
5,2024-05-03 09:30:00,-40.0,-8.9,-0.3
5,2024-05-03 10:00:00,-24.0,-16.5,-3.8
5,2024-05-03 10:30:00,-38.6,-19.1,-7.9
5,2024-05-03 11:00:00,-42.4,-19.7,-7.0
5,2024-05-03 11:30:00,-41.8,-6.0,-1.5
5,2024-05-03 12:00:00,-50.8,-21.9,-0.4
5,2024-05-03 12:30:00,-42.8,-17.1,9.2
5,2024-05-03 13:00:00,-52.2,-20.2,4.0
5,2024-05-03 13:30:00,-44.5,-13.7,3.4
5,2024-05-03 14:00:00,-55.5,-20.6,3.7
5,2024-05-03 14:30:00,-53.0,-18.8,-0.7
5,2024-05-03 15:00:00,-33.1,-29.8,9.5
5,2024-05-03 15:30:00,-33.9,-18.3,9.4
5,2024-05-03 16:00:00,-40.9,-33.0,6.5
5,2024-05-03 16:30:00,-36.7,-34.7,15.0
5,2024-05-03 17:00:00,-30.5,-21.6,0.7
5,2024-05-03 17:30:00,-46.9,-26.9,8.8
5,2024-05-03 18:00:00,-35.0,-44.8,5.8
5,2024-05-03 18:30:00,-50.4,-17.0,0.1
5,2024-05-03 19:00:00,-34.8,-15.1,-1.1
5,2024-05-03 19:30:00,-22.2,-5.8,-11.7
5,2024-05-03 20:00:00,-38.5,-4.5,-1.4
5,2024-05-03 20:30:00,-50.1,-20.7,9.0
5,2024-05-03 21:00:00,-48.9,-17.5,2.7
5,2024-05-03 21:30:00,-36.5,-6.8,-2.6
5,2024-05-03 22:00:00,-26.5,-2.8,-6.2
5,2024-05-03 22:30:00,-28.1,-7.7,-3.2
5,2024-05-03 23:00:00,-41.3,-28.0,7.9
5,2024-05-03 23:30:00,-42.9,-13.1,1.6
5,2024-05-04 00:00:00,-45.6,-19.9,-11.8
5,2024-05-04 00:30:00,-21.6,-12.2,1.2
5,2024-05-04 01:00:00,-38.5,-17.1,15.2
5,2024-05-04 01:30:00,-9.1,-22.2,3.8
5,2024-05-04 02:00:00,-23.1,-26.4,-10.1
5,2024-05-04 02:30:00,-26.6,-11.9,-0.4
5,2024-05-04 03:00:00,-22.8,-28.6,4.2
5,2024-05-04 03:30:00,-29.3,-26.9,-9.3
5,2024-05-04 04:00:00,-20.6,-19.7,8.1
5,2024-05-04 04:30:00,-32.7,-13.6,-2.6
5,2024-05-04 05:00:00,-26.4,-18.4,5.8
5,2024-05-04 05:30:00,-31.7,-22.7,-8.7
5,2024-05-04 06:00:00,-30.8,1.0,2.6
5,2024-05-04 06:30:00,-28.3,-13.6,-0.6
5,2024-05-04 07:00:00,-25.5,-4.1,-12.7
5,2024-05-04 07:30:00,-39.0,-17.3,0.7
5,2024-05-04 08:00:00,-30.6,-29.0,-5.1
5,2024-05-04 08:30:00,-21.8,-10.9,0.3
5,2024-05-04 09:00:00,-34.4,-14.1,12.3
5,2024-05-04 09:30:00,-35.5,-12.3,-12.7
5,2024-05-04 10:00:00,-23.1,-16.5,-4.2
5,2024-05-04 10:30:00,-17.4,-21.0,-4.3
5,2024-05-04 11:00:00,-27.0,-13.0,-2.3
5,2024-05-04 11:30:00,-25.2,-14.8,-5.7
5,2024-05-04 12:00:00,-29.1,-19.6,-7.9
5,2024-05-04 12:30:00,-32.2,-11.1,-5.5
5,2024-05-04 13:00:00,-35.4,-20.2,-1.9
5,2024-05-04 13:30:00,-34.4,-20.0,-1.2
5,2024-05-04 14:00:00,-19.8,-22.7,-19.0
5,2024-05-04 14:30:00,-15.3,-16.6,1.0
5,2024-05-04 15:00:00,-21.4,-22.2,-9.9
5,2024-05-04 15:30:00,-12.6,-14.9,-6.2
5,2024-05-04 16:00:00,-14.3,2.8,-2.4
5,2024-05-04 16:30:00,-14.1,5.8,5.2
5,2024-05-04 17:00:00,-19.3,0.4,7.4
5,2024-05-04 17:30:00,-16.3,-1.9,-5.6
5,2024-05-04 18:00:00,-17.3,-7.3,-14.9
5,2024-05-04 18:30:00,-25.2,5.4,0.6
5,2024-05-04 19:00:00,-15.2,-6.2,-2.1
5,2024-05-04 19:30:00,-16.7,13.1,7.2
5,2024-05-04 20:00:00,-26.1,-2.1,-5.4
5,2024-05-04 20:30:00,-25.7,-0.1,7.0
5,2024-05-04 21:00:00,-21.9,2.2,6.3
5,2024-05-04 21:30:00,-6.7,7.0,-3.2
5,2024-05-04 22:00:00,-14.5,-3.9,-3.0
5,2024-05-04 22:30:00,-34.5,3.1,14.5
5,2024-05-04 23:00:00,-11.1,6.3,-5.1
5,2024-05-04 23:30:00,-29.3,-8.0,-4.2
5,2024-05-05 00:00:00,-21.1,-5.2,-11.5
5,2024-05-05 00:30:00,-25.9,-6.6,-10.4
5,2024-05-05 01:00:00,-30.9,-9.5,-7.9
5,2024-05-05 01:30:00,-33.8,-0.6,-1.8
5,2024-05-05 02:00:00,-35.1,-22.9,-4.2
5,2024-05-05 02:30:00,-24.0,-22.8,-0.6
5,2024-05-05 03:00:00,-35.1,-18.5,-5.4
5,2024-05-05 03:30:00,-15.0,-8.9,0.0
5,2024-05-05 04:00:00,-30.6,-24.9,-7.9
5,2024-05-05 04:30:00,-19.8,-11.7,-7.3
5,2024-05-05 05:00:00,-15.7,-18.7,-4.4
5,2024-05-05 05:30:00,-22.8,-10.3,4.7
5,2024-05-05 06:00:00,-28.0,-22.1,-21.5
5,2024-05-05 06:30:00,-24.3,-21.6,-1.5
5,2024-05-05 07:00:00,-34.7,-16.9,-5.5
5,2024-05-05 07:30:00,-29.2,-14.3,-7.6
5,2024-05-05 08:00:00,-24.4,-17.7,1.3
5,2024-05-05 08:30:00,-56.5,-37.4,9.5
5,2024-05-05 09:00:00,-57.3,-39.9,7.9
5,2024-05-05 09:30:00,-56.8,-43.7,-0.1
5,2024-05-05 10:00:00,-48.6,-25.1,6.3
5,2024-05-05 10:30:00,-47.8,-35.0,-1.2
